#翻译
dailySheetName	韩国日报
홍불녀의 편지	红拂女的信
요패	腰牌
수신기	搜神记
천형검	天刑剑
반지	指环
부문	符文
역경심덕	易经心得
팔괘도	八卦图
행군부	行军符
옥채	玉钗
이현처의 편지	李玄妻的信
흙인	泥人
이현의 편지	李玄的信
상처를 입은 병사의 편지	受伤士兵的信
신비한 편지	神秘信件
란채화의 편지	蓝采和的信
장과로의 편지	张果老的信
옥패 절반	一半玉佩
사설	师说
옥소	玉萧
조대인 명령	曹大人手令
조국구의 홀판	曹国舅笏板
천도령패	天道令牌
천도교 불진	天道教拂尘
냉부방의 옥벽	冷不防的玉璧
천교 법기	阐教法器
금강진사석	金刚镇邪石
령사내단	灵蛇内丹
백수전의 우산	白素贞的雨伞
소청의 보검	小青的宝剑
소청의 옥 팔찌	小青的玉镯
백록산호	白鹿仙毫
흰색 사슴 녹용	白鹿鹿茸
경하용왕 비늘	泾河龙王鳞片
위정의 편지	魏征的信
용왕의 명령	龙王的手令
현구지갑	玄龟之甲
법해선장	法海禅杖
금낭묘기	锦囊妙计 
금전도	金剪刀
머리	脑袋
오자등과 복장	五子登科服
오자송복장	五子送福衣
봉인 탈것	封印坐骑
봉인 전투 갑옷	封印战甲
천존성인	天尊圣印
천존령	天尊令
형제령	兄弟令
비익령	比翼令
족장령	族长令
종주령	宗主令
성왕령	圣王令
고성 전송부	古城传送符
왕성 전송부	王城传送符
결혼 패키지	结婚礼包
장비 합성 패키지(두라)	装备合成礼包(斗罗)
장비 합성 패키지(귀살)	装备合成礼包(鬼煞)
장비 합성 패키지(영존)	装备合成礼包(灵尊)
장비 합성 패키지(무황)	装备合成礼包(巫皇)
1레벨 대 패키지	1级大礼包
10레벨 대 패키지	10级大礼包
20레벨 대 패키지	20级大礼包
40레벨 대 패키지	40级大礼包
90레벨 대 패키지	90级大礼包
110레벨 대 패키지	110级大礼包
130레벨 대 패키지	130级大礼包
150레벨 대 패키지	150级大礼包
재신의 금은 주머니	财神的金银袋
첫 충전 감사 선물	感恩首充礼
귀속은 주머니	绑银袋
행화촌 신선주머니(흰색)	杏花村仙囊(白)
행화촌 신선주머니(초록색)	杏花村仙囊(绿)
도소주 신선주머니(흰색)	屠苏酒仙囊(白)
도소주 신선주머니(초록색)	屠苏酒仙囊(绿)
도마첩●강마 신선주머니(흰색)	屠魔帖●降魔仙囊(白)
도마첩●소요 신선주머니(흰색)	屠魔帖●逍遥仙囊(白)
도마첩●패자 신선주머니(흰색)	屠魔帖●霸者仙囊(白)
도마첩●주작 신선주머니(흰색)	屠魔帖●朱雀仙囊(白)
도마첩●수정 신선주머니(흰색)	屠魔帖●水晶仙囊(白)
도마첩●의천 신선주머니(흰색)	屠魔帖●倚天仙囊(白)
도마첩●청홍 신선주머니(흰색)	屠魔帖●青虹仙囊(白)
도마첩●강마 신선주머니(초록색)	屠魔帖●降魔仙囊(绿)
도마첩●소요 신선주머니(초록색)	屠魔帖●逍遥仙囊(绿)
도마첩●패자 신선주머니(초록색)	屠魔帖●霸者仙囊(绿)
도마첩●주작 신선주머니(초록색)	屠魔帖●朱雀仙囊(绿)
도마첩●수정 신선주머니(초록색)	屠魔帖●水晶仙囊(绿)
도마첩●의천 신선주머니(초록색)	屠魔帖●倚天仙囊(绿)
도마첩●청홍 신선주머니(초록색)	屠魔帖●青虹仙囊(绿)
도마첩●패자 신선주머니(파란색)	屠魔帖●霸者仙囊(蓝)
도소주 비단주머니(보라색)	屠苏酒锦囊(紫)
도마첩●수정 신선주머니(보라색)	屠魔帖●水晶仙囊(紫)
도소주 신선주머니(보라색)	屠苏酒仙囊(紫)
도마첩●청홍 신선주머니(보라색)	屠魔帖●青虹仙囊(紫)
묘심약주 신선주머니(주황색)	妙沁药酒仙囊(橙)
도마첩●진천 신선주머니(주황색)	屠魔帖●震天仙囊(橙)
보석 패키지	宝石礼包
재신의 귀속은 주머니	财神的绑银袋
갱다의 귀속은 주머니	坑爹的绑银袋
테스트 10레벨 보상	公测10级奖励
테스트 20레벨 보상	公测20级奖励
테스트 30레벨 보상	公测30级奖励
테스트 40레벨 보상	公测40级奖励
테스트 50레벨 보상	公测50级奖励
테스트 60레벨 보상	公测60级奖励
테스트 70레벨 보상	公测70级奖励
무성두괴 보상	武圣斗魁奖励
무성두제 보상	武圣斗帝奖励
무성두성 보상	武圣斗圣奖励
무성두존 보상	武圣斗尊奖励
무성두종 보상	武圣斗宗奖励
무성두황 보상	武圣斗皇奖励
무성두왕 보상	武圣斗王奖励
무성두령 보상	武圣斗灵奖励
무성두사 보상	武圣斗师奖励
무성두자 보상	武圣斗者奖励
무성두도 보상	武圣斗徒奖励
성주의 공로 표창	城主的犒赏
절세 신선상자	绝世神盒
광세 신선상자	旷世神盒
연옥 신선상자	炼狱神匣
절세마 상자	绝世魔盒
천익 신선주머니	天翼仙囊
로그인 1선물	在线一重礼
로그인 2선물	在线二重礼
로그인 3선물	在线三重礼
로그인 4선물	在线四重礼
팔희 패키지	八喜礼包
팔성 패키지	八星礼包
로그인 제1단계	在线礼第一重
로그인 제2단계	在线礼第二重
로그인 제3단계	在线礼第三重
로그인 제4단계	在线礼第四重
첫 충전 패키지	首充礼包
즐거운 패키지	欢乐礼包
표묘 보물상자	飘渺宝匣
표묘 신선상자	飘渺神匣
일등 선실 금 패키지(일반)	头等舱金牌礼包(普通)
일등 선실 은 패키지(일반)	头等舱银牌礼包(普通)
일등 선실 동 패키지(일반)	头等舱铜牌礼包(普通)
일등 선실 격파 패키지(일반)	头等舱击杀礼包(普通)
일등 선실 참여 패키지(일반)	头等舱参与礼包(普通)
선장실 금 패키지(일반)	船长室金牌礼包(普通)
선장실 은 패키지(일반)	船长室银牌礼包(普通)
선장실 동 패키지(일반)	船长室铜牌礼包(普通)
선장실 격파 패키지(일반)	船长室击杀礼包(普通)
선장실 참여 패키지(일반)	船长室参与礼包(普通)
일등 선실 금 패키지(우수)	头等舱金牌礼包(优质)
일등 선실 은 패키지(우수)	头等舱银牌礼包(优质)
일등 선실 동 패키지(우수)	头等舱铜牌礼包(优质)
일등 선실 격파 패키지(우수)	头等舱击杀礼包(优质)
일등 선실 참여 패키지(우수)	头等舱参与礼包(优质)
선장실 금 패키지(우수)	船长室金牌礼包(优质)
선장실 은 패키지(우수)	船长室银牌礼包(优质)
선장실 동 패키지(우수)	船长室铜牌礼包(优质)
선장실 격파 패키지(우수)	船长室击杀礼包(优质)
선장실 참여 패키지(우수)	船长室参与礼包(优质)
일등 선실 금 패키지(최고급)	头等舱金牌礼包(顶级)
일등 선실 은 패키지(최고급)	头等舱银牌礼包(顶级)
일등 선실 동 패키지(최고급)	头等舱铜牌礼包(顶级)
일등 선실 격파 패키지(최고급)	头等舱击杀礼包(顶级)
일등 선실 참여 패키지(최고급)	头等舱参与礼包(顶级)
선장실 금 패키지(최고급)	船长室金牌礼包(顶级)
선장실 은 패키지(최고급)	船长室银牌礼包(顶级)
선장실 동 패키지(최고급)	船长室铜牌礼包(顶级)
선장실 격파 패키지(최고급)	船长室击杀礼包(顶级)
선장실 참여 패키지(최고급)	船长室参与礼包(顶级)
 마첩회원VIP패키지	 魔钻会员VIP礼包
신용 패키지	神龙礼包
로그인 패키지	登录礼包
원소 특혜 패키지	元宵优惠礼包
2레벨 담천 패키지	2级湛天礼包
2레벨 묵륜 패키지	2级墨轮礼包
2레벨 죽청패키지	2级竹清礼包
2레벨 지향패키지	2级枳香礼包
2레벨 유귤 패키지	2级幽橘礼包
3레벨 담천 패키지	3级湛天礼包
3레벨 묵륜 패키지	3级墨轮礼包
3레벨 죽청패키지	3级竹清礼包
3레벨 지향패키지	3级枳香礼包
3레벨 유귤 패키지	3级幽橘礼包
원소 특혜 패키지	元宵特惠礼包
원소 지존 패키지	元宵至尊礼
장비 강화 패키지	装备强化礼包
펫 강화 패키지	宠物强化礼包
비황등달	飞黄腾达
원소절 패키지	元宵节礼包
원소 선물상자	元宵礼盒
정교 원소 선물상자	精致元宵礼盒
진품 원소 선물상자	珍品元宵礼盒
승선 보물주머니1	升仙宝囊一
승선 보물주머니	升仙宝囊
첫충전 호화 패키지	首充豪华礼包
35원 백은 패키지	35元白银礼包
100원 황금패키지	100元黄金礼包
200원K금패키지	200元K金礼包
500원 박금 패키지	500元铂金礼包
표묘 신선상자	飘渺仙匣
등선1중례	登仙一重礼
등선2중례	登仙二重礼
등선3중례	登仙三重礼
등선4중례	登仙四重礼
등선5중례	登仙五重礼
등선6중례	登仙六重礼
등선7중례	登仙七重礼
절품 강화 비단주머니	绝品强化仙囊
극품 강화 비단주머니	极品强化仙囊
절품 펫주머니	绝品宠囊
선품 펫주머니	仙品宠囊
10원 누적 보상패키지	10元累计奖励礼包
30원 누적 보상패키지	30元累计奖励礼包
50원 누적 보상패키지	50元累计奖励礼包
80원 누적 보상패키지	80元累计奖励礼包
100원 누적 보상패키지	100元累计奖励礼包
옥형 완벽 주황색 비단주머니(두라)	玉衡完美橙锦囊(斗罗)
옥형 완벽 주황색 비단주머니(귀살)	玉衡完美橙锦囊(鬼煞)
옥형 완벽 주황색 비단주머니(무황)	玉衡完美橙锦囊(巫皇)
옥형 완벽 주황색 비단주머니(영존)	玉衡完美橙锦囊(灵尊)
옥형 주황색 비단주머니(두라)	玉衡橙色锦囊(斗罗)
옥형 주황색 비단주머니(귀살)	玉衡橙色锦囊(鬼煞)
옥형 주황색 비단주머니(무황)	玉衡橙色锦囊(巫皇)
옥형 주황색 비단주머니(영존)	玉衡橙色锦囊(灵尊)
옥형 완벽 보라색 비단주머니(두라)	玉衡完美紫锦囊(斗罗)
옥형 완벽 보라색 비단주머니(귀살)	玉衡完美紫锦囊(鬼煞)
옥형 완벽 보라색 비단주머니(무황)	玉衡完美紫锦囊(巫皇)
옥형 완벽 보라색 비단주머니(영존)	玉衡完美紫锦囊(灵尊)
부자 보물상자(제1위)	富豪宝箱(第一名)
부자 보물상자(제2위)	富豪宝箱(第二名)
부자 보물상자(제3위)	富豪宝箱(第三名)
성의 비단주머니(행화촌)	诚意锦囊(杏花村)
성의 비단주머니(도소주)	诚意锦囊(屠苏酒)
성의 비단주머니(묘심약주)	诚意锦囊(妙沁药酒)
보석 죽청패키지(3레벨)	宝石竹清礼包(3级)
보석 죽청패키지(4레벨)	宝石竹清礼包(4级)
보석 죽청패키지(5레벨)	宝石竹清礼包(5级)
사계절 비단주머니	四季锦囊
담천 패키지(2레벨)	湛天礼包(2级)
묵륜 패키지(2레벨)	墨轮礼包(2级)
죽청패키지(2레벨)	竹清礼包(2级)
지향패키지(2레벨)	枳香礼包(2级)
유귤 패키지(2레벨)	幽橘礼包(2级)
담천 패키지(3레벨)	湛天礼包(3级)
묵륜 패키지(3레벨)	墨轮礼包(3级)
죽청패키지(3레벨)	竹清礼包(3级)
지향패키지(3레벨)	枳香礼包(3级)
유귤 패키지(3레벨)	幽橘礼包(3级)
사계절 지존 비단주머니	四季至尊锦囊
사군자 특혜 비단주머니	四君子特惠锦囊
소비1중례	消费一重礼
소비2중례	消费二重礼
소비3중례	消费三重礼
소비4중례	消费四重礼
소비5중례	消费五重礼
소비6중례	消费六重礼
소비 종겁 대패키지	消费终极大礼
안지 패키지	安智礼包
10원 누적 보상패키지	10元累充奖励礼包
30원 누적 보상패키지	30元累充奖励礼包
50원 누적 보상패키지	50元累充奖励礼包
80원 누적 보상패키지	80元累充奖励礼包
100원 누적 보상패키지	100元累充奖励礼包
지존금낭 소비	消费至尊锦囊
행화촌(FGT)	杏花村(FGT)
25레벨 도마첩(FGT)	25级屠魔帖(FGT)
45레벨 도마첩(FGT)	45级屠魔帖(FGT)
65레벨 도마첩(FGT)	65级屠魔帖(FGT)
보석 복주머니	宝石福袋
보석 신선주머니	宝石仙袋
보석 복주머니(2레벨)	宝石福袋(2级)
보석 신선주머니(2레벨)	宝石仙袋(2级)
방주 2레벨 보석 패키지	方舟2级宝石礼包
방주 3레벨 보석 패키지	方舟3级宝石礼包
방주 4레벨 보석 패키지	方舟4级宝石礼包
방주 2레벨 보석 패키지(우수)	方舟2级宝石礼包(优质)
방주 3레벨 보석 패키지(우수)	方舟3级宝石礼包(优质)
방주 4레벨 보석 패키지(우수)	方舟4级宝石礼包(优质)
해물 대 패키지	海鲜大礼包
고급 해물 대 패키지	高级海鲜大礼包
슈퍼 해물 대 패키지	超级海鲜大礼包
성탄 양말	圣诞袜子
성탄 선물상자	圣诞礼盒
열반 백보주머니	涅盘百宝囊
비행 탈것 패키지(3일)	飞行坐骑礼包(3天)
칠면조 요리	火鸡大餐
칠면조 알	火鸡蛋
쫑쯔	粽子
마랑 영수 배낭	魔狼灵兽包
영리한 여우 영수 배낭	灵狐灵兽包
소용인 패키지	小龙人礼包
곰탱이 패키지	小熊礼包
태허환경 보상	太虚幻境奖励
옥허미경 보상	玉虚迷境奖励
청허고경 보상	清虚苦境奖励
내하절경 보상	奈何绝境奖励
망향멸경 보상	望乡灭境奖励
풍도귀경	酆都鬼境奖励
태허환경(원신) 보상	太虚幻境(元神)奖励
옥허미경(원신) 보상	玉虚迷境(元神)奖励
청허고경(원신) 보상	清虚苦境(元神)奖励
내하절경(원신) 보상	奈何绝境(元神)奖励
망향멸경(원신)	望乡灭境(元神)奖励
풍도귀경(원신)	酆都鬼境(元神)奖励
혼원복마정	混元伏魔鼎
혼원진사정	混元镇邪鼎
혼일봉요정	混天封妖鼎
혼일지존정	混天至尊鼎
홍황고부	洪荒古符
홍황선마 주머니	洪荒仙魔袋
홍황암괴록	洪荒暗魁录
홍황지존록	洪荒至尊录
홍황겁황록	洪荒极皇录
복성 보석주머니(2레벨)	福星宝石袋(2级)
새로운 복성 보석주머니(2레벨)	新福星宝石袋(2级)
복성 보석주머니(3레벨)	福星宝石袋(3级)
복성 보석주머니(4레벨)	福星宝石袋(4级)
복성 보석주머니(5레벨)	福星宝石袋(5级)
복성 보석주머니(6레벨)	福星宝石袋(6级)
복성 보석주머니(1레벨)	福星宝石袋(1级)
축기 저 품질 장비(두라)	筑基低品装备(斗罗)
개광 저 품질 장비(두라)	开光低品装备(斗罗)
금단 저 품질 장비(두라)	金丹低品装备(斗罗)
원영 저 품질 장비(두라)	元婴低品装备(斗罗)
출규 저 품질 장비(두라)	出窍低品装备(斗罗)
합체 저 품질 장비(두라)	合体低品装备(斗罗)
도겁 저 품질 장비(두라)	渡劫低品装备(斗罗)
적멸 저 품질 장비(두라)	寂灭低品装备(斗罗)
대승 저 품질 장비(두라)	大乘低品装备(斗罗)
왕선  저 품질 장비(두라)	忘仙低品装备(斗罗)
축기 저 품질 장비(귀살)	筑基低品装备(鬼煞)
개광 저 품질 장비(귀살)	开光低品装备(鬼煞)
금단 저 품질 장비(귀살)	金丹低品装备(鬼煞)
원영 저 품질 장비(귀살)	元婴低品装备(鬼煞)
출규 저 품질 장비(귀살)	出窍低品装备(鬼煞)
합체 저 품질 장비(귀살)	合体低品装备(鬼煞)
도겁 저 품질 장비(귀살)	渡劫低品装备(鬼煞)
적멸 저 품질 장비(귀살)	寂灭低品装备(鬼煞)
대승 저 품질 장비(귀살)	大乘低品装备(鬼煞)
왕선  저 품질 장비(귀살)	忘仙低品装备(鬼煞)
축기 저 품질 장비(무황)	筑基低品装备(巫皇)
개광 저 품질 장비(무황)	开光低品装备(巫皇)
금단 저 품질 장비(무황)	金丹低品装备(巫皇)
원영 저 품질 장비(무황)	元婴低品装备(巫皇)
출규 저 품질 장비(무황)	出窍低品装备(巫皇)
합체 저 품질 장비(무황)	合体低品装备(巫皇)
도겁 저 품질 장비(무황)	渡劫低品装备(巫皇)
적멸 저 품질 장비(무황)	寂灭低品装备(巫皇)
대승 저 품질 장비(무황)	大乘低品装备(巫皇)
왕선  저 품질 장비(무황)	忘仙低品装备(巫皇)
축기 저 품질 장비(영존)	筑基低品装备(灵尊)
개광 저 품질 장비(영존)	开光低品装备(灵尊)
금단 저 품질 장비(영존)	金丹低品装备(灵尊)
원영 저 품질 장비(영존)	元婴低品装备(灵尊)
출규 저 품질 장비(영존)	出窍低品装备(灵尊)
합체 저 품질 장비(영존)	合体低品装备(灵尊)
도겁 저 품질 장비(영존)	渡劫低品装备(灵尊)
적멸 저 품질 장비(영존)	寂灭低品装备(灵尊)
대승 저 품질 장비(영존)	大乘低品装备(灵尊)
왕선  저 품질 장비(영존)	忘仙低品装备(灵尊)
축기 중급 장비(두라)	筑基中品装备(斗罗)
개광 중급 장비(두라)	开光中品装备(斗罗)
금단 중급 장비(두라)	金丹中品装备(斗罗)
원영 중급 장비(두라)	元婴中品装备(斗罗)
출규 중급 장비(두라)	出窍中品装备(斗罗)
합체 중급 장비(두라)	合体中品装备(斗罗)
도겁 중급 장비(두라)	渡劫中品装备(斗罗)
적멸 중급 장비(두라)	寂灭中品装备(斗罗)
대승 중급 장비(두라)	大乘中品装备(斗罗)
왕선  중급 장비(두라)	忘仙中品装备(斗罗)
축기 중급 장비(귀살)	筑基中品装备(鬼煞)
개광 중급 장비(귀살)	开光中品装备(鬼煞)
금단 중급 장비(귀살)	金丹中品装备(鬼煞)
원영 중급 장비(귀살)	元婴中品装备(鬼煞)
출규 중급 장비(귀살)	出窍中品装备(鬼煞)
합체 중급 장비(귀살)	合体中品装备(鬼煞)
도겁 중급 장비(귀살)	渡劫中品装备(鬼煞)
적멸 중급 장비(귀살)	寂灭中品装备(鬼煞)
대승 중급 장비(귀살)	大乘中品装备(鬼煞)
왕선  중급 장비(귀살)	忘仙中品装备(鬼煞)
축기 중급 장비(무황)	筑基中品装备(巫皇)
개광 중급 장비(무황)	开光中品装备(巫皇)
금단 중급 장비(무황)	金丹中品装备(巫皇)
원영 중급 장비(무황)	元婴中品装备(巫皇)
출규 중급 장비(무황)	出窍中品装备(巫皇)
합체 중급 장비(무황)	合体中品装备(巫皇)
도겁 중급 장비(무황)	渡劫中品装备(巫皇)
적멸 중급 장비(무황)	寂灭中品装备(巫皇)
대승 중급 장비(무황)	大乘中品装备(巫皇)
왕선  중급 장비(무황)	忘仙中品装备(巫皇)
축기 중급 장비(영존)	筑基中品装备(灵尊)
개광 중급 장비(영존)	开光中品装备(灵尊)
금단 중급 장비(영존)	金丹中品装备(灵尊)
원영 중급 장비(영존)	元婴中品装备(灵尊)
출규 중급 장비(영존)	出窍中品装备(灵尊)
합체 중급 장비(영존)	合体中品装备(灵尊)
도겁 중급 장비(영존)	渡劫中品装备(灵尊)
적멸 중급 장비(영존)	寂灭中品装备(灵尊)
대승 중급 장비(영존)	大乘中品装备(灵尊)
왕선  중급 장비(영존)	忘仙中品装备(灵尊)
축기 고급 장비(두라)	筑基高品装备(斗罗)
개광 고급 장비(두라)	开光高品装备(斗罗)
금단 고급 장비(두라)	金丹高品装备(斗罗)
원영 고급 장비(두라)	元婴高品装备(斗罗)
출규 고급 장비(두라)	出窍高品装备(斗罗)
합체 고급 장비(두라)	合体高品装备(斗罗)
도겁 고급 장비(두라)	渡劫高品装备(斗罗)
적멸 고급 장비(두라)	寂灭高品装备(斗罗)
대승 고급 장비(두라)	大乘高品装备(斗罗)
왕선  고급 장비(두라)	忘仙高品装备(斗罗)
축기 고급 장비(귀살)	筑基高品装备(鬼煞)
개광 고급 장비(귀살)	开光高品装备(鬼煞)
금단 고급 장비(귀살)	金丹高品装备(鬼煞)
원영 고급 장비(귀살)	元婴高品装备(鬼煞)
출규 고급 장비(귀살)	出窍高品装备(鬼煞)
합체 고급 장비(귀살)	合体高品装备(鬼煞)
도겁 고급 장비(귀살)	渡劫高品装备(鬼煞)
적멸 고급 장비(귀살)	寂灭高品装备(鬼煞)
대승 고급 장비(귀살)	大乘高品装备(鬼煞)
왕선  고급 장비(귀살)	忘仙高品装备(鬼煞)
축기 고급 장비(무황)	筑基高品装备(巫皇)
개광 고급 장비(무황)	开光高品装备(巫皇)
금단 고급 장비(무황)	金丹高品装备(巫皇)
원영 고급 장비(무황)	元婴高品装备(巫皇)
출규 고급 장비(무황)	出窍高品装备(巫皇)
합체 고급 장비(무황)	合体高品装备(巫皇)
도겁 고급 장비(무황)	渡劫高品装备(巫皇)
적멸 고급 장비(무황)	寂灭高品装备(巫皇)
대승 고급 장비(무황)	大乘高品装备(巫皇)
왕선  고급 장비(무황)	忘仙高品装备(巫皇)
축기 고급 장비(영존)	筑基高品装备(灵尊)
개광 고급 장비(영존)	开光高品装备(灵尊)
금단 고급 장비(영존)	金丹高品装备(灵尊)
원영 고급 장비(영존)	元婴高品装备(灵尊)
출규 고급 장비(영존)	出窍高品装备(灵尊)
합체 고급 장비(영존)	合体高品装备(灵尊)
도겁 고급 장비(영존)	渡劫高品装备(灵尊)
적멸 고급 장비(영존)	寂灭高品装备(灵尊)
대승 고급 장비(영존)	大乘高品装备(灵尊)
왕선  고급 장비(영존)	忘仙高品装备(灵尊)
원영 최고급 장비(두라)	元婴极品装备(斗罗)
원영 최고급 장비(귀살)	元婴极品装备(鬼煞)
원영 최고급 장비(무황)	元婴极品装备(巫皇)
원영 최고급 장비(영존)	元婴极品装备(灵尊)
합체 최고급 장비(영존)	合体极品装备(灵尊)
합체 최고급 장비(무황)	合体极品装备(巫皇)
합체 최고급 장비(귀살)	合体极品装备(鬼煞)
합체 최고급 장비(두라)	合体极品装备(斗罗)
동지 축복 주머니	腊八福神袋
여의 비단주머니	如意锦囊
원소 길상 비단주머니	元宵吉祥锦囊
원소 영춘 비단주머니	元宵迎春锦囊
원소 단원 비단주머니	元宵团圆锦囊
금옥만당	金玉满堂
개광극품 장비(무황)	开光极品装备(巫皇)
개광극품 장비(두라)	开光极品装备(斗罗)
개광극품 장비(귀살)	开光极品装备(鬼煞)
개광극품 장비(영존)	开光极品装备(灵尊)
비행 탈것 패키지(7일)	飞行坐骑礼包(7天)
펫 정백 패키지	宠物精魄礼包
옥형 보라세트 패키지(두라)	玉衡紫色套礼包(斗罗)
옥형 보라세트 패키지(귀살)	玉衡紫色套礼包(鬼煞)
옥형 보라세트 패키지(무황)	玉衡紫色套礼包(巫皇)
옥형 보라세트 패키지(영존)	玉衡紫色套礼包(灵尊)
옥형 완벽 보라세트 패키지(두라)	玉衡完美紫套礼包(斗罗)
옥형 완벽 보라세트 패키지(귀살)	玉衡完美紫套礼包(鬼煞)
옥형 완벽 보라세트 패키지(무황)	玉衡完美紫套礼包(巫皇)
옥형 완벽 보라세트 패키지(영존)	玉衡完美紫套礼包(灵尊)
신비 보석 주머니(1레벨)	神秘宝石袋(1级)
신비 보석 주머니(2레벨)	神秘宝石袋(2级)
신비 보석 주머니(3레벨)	神秘宝石袋(3级)
신비 보석 주머니(4레벨)	神秘宝石袋(4级)
신비 보석 주머니(5레벨)	神秘宝石袋(5级)
신비 비단주머니	神秘锦囊
보석 비단주머니(3레벨)	宝石锦囊(3级)
비행 탈것 패키지(35일)	飞行坐骑礼包(35天)
비행 탈것 패키지(45일)	飞行坐骑礼包(45天)
비행 탈것 패키지(60일)	飞行坐骑礼包(60天)
보석 비단주머니(1레벨)	宝石锦囊(1级)
선령 비단주머니	仙灵锦囊
백금 선령 비단주머니	白金仙灵锦囊
지존 선령 비단주머니	至尊仙灵锦囊
매란죽국 비단주머니	梅兰竹菊锦囊
춘하추동 비단주머니	春夏秋冬锦囊
풍화설월 비단주머니	风花雪月锦囊
백리큐펫	百里Q宠
천재큐펫	千载Q宠
비천 패키지(15일)	飞天小包（15天）
마켓 프리미엄 탈것 비단주머니	渠道豪华坐骑锦囊
비행 탈것 패키지(FGT)	飞行坐骑礼包(FGT)
펫 패키지(FGT)	宠物礼包(FGT)
오채신낭	五彩仙囊
동심옥패	同心玉佩
금수라선	锦绣罗扇
청동술준	青铜酒樽
희귀보검	稀世宝剑
진귀그림	名贵古画
연성옥벽 좌	连城玉璧左
연성옥벽 우	连城玉璧右
절세 옥벽 상	绝世玉璧上
절세 옥벽 하	绝世玉璧下
연성옥벽 	连城玉璧
절세 옥벽 	绝世玉璧
진●연성옥벽 좌	真●连城玉璧左
진●연성옥벽 우	真●连城玉璧右
진●절세 옥벽 상	真●绝世玉璧上
진●절세 옥벽 하	真●绝世玉璧下
진●연성옥벽 	真●连城玉璧
진●절세 옥벽 	真●绝世玉璧
삽	铲子
맹지고상재	猛志固常在
오악도위경	五岳倒为轻
일요탐랑 투구	日曜贪狼盔
수면탄화 갑옷	兽面吞火铠
혈혼 어깨갑옷	血魂肩铠
자성 손목 보호	紫铖护手
자성 전투화	紫铖战靴
자성 허리띠	紫铖腰带
천상계	天启戒
왕천고옥	王天古玉
태극도	太极图
천일위일조	天地为一朝
치우폭포쇄	蚩尤瀑布碎
꽃 요괴파군 투구	火曜破军盔
도린도철 갑옷	魔麟饕餮铠
황린 어깨갑옷	皇鳞肩铠
둔용 손목 보호	遁龙护手
둔용 전투화	遁龙战靴
둔용 허리띠	遁龙腰带
명천계	暝天戒
피사석옥	辟邪石玉
파천도	破天图
채봉쌍비익	彩凤双飞翼
풍소역수한	风萧易水寒
동급현 금조	东极炫金罩
동급현 금삼	东极炫金衫
동급현 금어깨	东极炫金肩
동급현 금수	东极炫金手
동급현 금화	东极炫金鞋
적혈	赤血
서령계	噬灵戒
부세인	浮世印
전공	转空
명월조구주	明月照九州
승영무형사	承影无形杀
청명해 옥조	青冥海狱罩
청명해 옥삼	青冥海狱衫
청명해 옥어깨 갑옷	青冥海狱肩
청명해 옥수	青冥海狱手
천요멸혼 신발	天妖灭魂鞋
잔설	残雪
자방계	刺尨戒
창천인	苍天印
현희	玄曦
점정용파벽	点睛龙破壁
현천참령락	玄天斩灵洛
소북염극두	小北炎极头
소북염극요	小北炎极袄
소북염극 어깨받이	小北炎极垫肩
이수 장갑	离火手套
이수 경이	离火轻履
이수 장신구	离火坠饰
화용정	火熔晶
화용 목걸이	火熔项链
역앙경	逆央镜
발묵벽단청	泼墨碧丹青
혈정마가혹	血晶摩诃惑
해수강애두	海水江崖头
해수강애요	海水江崖袄
해수강애 어깨받이	海水江崖垫肩
현빙 장갑	玄冰手套
현빙 경이	玄冰轻履
현빙 장신구	玄冰坠饰
파라계	婆罗戒
파라 목걸이	婆罗项链
현빙경	玄冰境
일세일고영	一岁一枯荣
본래무일무	本来无一物
건곤지리 사두	乾坤地理蛇兜
건곤지리 치마	乾坤地理裙
천환 주건	千幻蛛巾
천환 갈완	千幻蝎腕
천환 도이	千幻道履
천환 허리띠	千幻腰带
봉마계	封魔戒
락혼종	落魂钟
독왕정	毒王鼎
봉가초광인	凤歌楚狂人
취고당검소	醉古堂剑扫
구려태허 사두	九黎太虚蛇兜
구혀태허삼	九黎太虚衫
교용 주건	蛟龙蛛巾
교용 갈완	蛟龙蝎腕
교용 목리	蛟龙木履
교용 허리띠	蛟龙腰带
만마계	万魔戒
곤목고	坤木蛊
별 나침반	星罗盘
주작 도끼	朱雀斧
무성선장	武圣禅杖
전화 갑옷	战火甲胄
재자가인 반지	才子佳人指环
주작 요패	朱雀腰佩
주작 어깨 갑옷	朱雀肩铠
주작자	朱雀刺
무성륜	武圣轮
전화삼	战火衫
재자가인 인환	才子佳人刃环
주작 부적	朱雀符咒
주작 어깨 갑옷	朱雀肩甲
주작필	朱雀笔
무성검	武圣剑
전꽃 요괴	战火袄
재자가인 령계	才子佳人灵戒
주작 장신구	朱雀坠饰
주작 어깨받이	朱雀垫肩
주작번	朱雀幡
무성장	武圣杖
전화 망의	战火蟒衣
재자가인 혼계	才子佳人魂戒
주작 공옥	朱雀蚣玉
주작 주건	朱雀蛛巾
진●주작 도끼	真●朱雀斧
진●주작 요패	真●朱雀腰佩
진●주작 어깨 갑옷	真●朱雀肩铠
진●주작자	真●朱雀刺
진●주작 부적	真●朱雀符咒
진●주작 어깨 갑옷	真●朱雀肩甲
진●주작필	真●朱雀笔
진●주작 장신구	真●朱雀坠饰
진●주작 어깨받이	真●朱雀垫肩
